target_id,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_R12_A_T77_repeat_L1,X_R12_B_T77_repeat_L1,X_R12_C_T77_repeat_L1,X_R12_A_T95_repeat_L1,X_R12_B_T95_repeat_L1,X_R12_C_T95_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_R12_A_T119_repeat_L1,X_R12_B_T119_repeat_L1,X_R12_C_T119_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1,X_R12_A_T216_repeat_L1,X_R12_B_T216_repeat_L1,X_R12_C_T216_repeat_L1
FW510-R12_contig_1_1157,245,178,269,297,93,2,428,231,273,907,1305,615,1132,739,902,363,356,407,727,957,1283,2,14,3,218,267,211
FW510-R12_contig_1_1158,259,200,304,241,76,0,480,203,242,886,1254,599,1099,730,1044,355,347,343,1003,1018,1151,1,14,3,274,276,275
FW510-R12_contig_1_1159,854,667,705,1477,130,6,2723,1619,2084,3490,3597,1876,24117,18968,21873,2472,2309,2496,18832,17955,23777,59,174,39,26511,22582,23501
FW510-R12_contig_1_116,88,73,106,85,17,0,140,68,82,282,357,169,449,320,296,118,79,91,300,333,378,8,6,0,169,227,155
FW510-R12_contig_1_1160,369,252,206,443,45,5,384,204,262,1029,2336,534,856,690,762,322,219,162,661,828,1097,9,22,8,1120,1509,1184
FW510-R12_contig_1_1161,65,39,55,74,17,2,100,67,51,125,213,78,205,128,182,74,86,59,157,212,277,3,4,2,92,98,74
FW510-R12_contig_1_1162,22,25,27,40,14,1,68,37,55,91,156,62,212,168,153,91,68,58,178,205,210,8,6,3,123,146,112
FW510-R12_contig_1_1163,4,13,6,38,7,0,51,28,42,99,123,49,154,110,144,69,52,55,150,152,219,4,8,1,182,205,191
FW510-R12_contig_1_1164,107,69,66,112,41,0,228,122,147,223,331,142,515,321,382,161,174,170,340,396,527,0,5,0,170,216,184
FW510-R12_contig_1_1165,363,286,318,481,75,13,1979,976,912,1886,1971,1104,4482,3492,3693,1921,1385,1108,4962,5014,7326,94,345,34,15826,18467,16901
FW510-R12_contig_1_1166,398,236,278,492,72,6,1068,606,694,748,1208,612,2709,2133,2434,1153,740,804,2982,3283,4791,68,88,27,3892,4823,4712
FW510-R12_contig_1_1167,1359,865,1447,2271,671,33,5991,2678,3714,9245,11739,5567,12431,7948,9637,5576,5458,5555,8357,8883,12714,86,360,66,3283,3155,2762
FW510-R12_contig_1_1168,558,365,466,636,148,11,1449,626,874,2278,2733,1122,3307,2177,2556,1156,995,1021,2211,2432,3597,28,42,8,1677,1995,1664
FW510-R12_contig_1_1169,39,24,27,53,5,0,46,33,44,54,106,58,104,70,110,35,13,43,58,98,142,0,0,1,33,22,21
FW510-R12_contig_1_117,662,461,471,739,105,5,1489,823,1005,1457,2056,1027,3744,2961,3350,1250,884,897,3486,3161,3512,71,220,31,912,959,957
FW510-R12_contig_1_1170,602,408,519,611,125,4,1281,620,683,1713,1646,807,2925,2048,2350,1099,958,829,2374,2431,3187,16,47,9,1498,1788,1496
FW510-R12_contig_1_1171,143,130,209,221,48,0,482,186,272,1545,1741,745,1016,641,816,402,495,614,580,616,835,5,18,3,121,138,127
FW510-R12_contig_1_1172,502,374,533,1118,294,8,2599,1188,1775,5285,6842,3432,5912,3662,5610,2009,2246,2786,3894,4391,6440,132,150,39,428,528,474
FW510-R12_contig_1_1173,114,72,101,198,49,0,276,139,232,577,652,310,660,432,604,270,207,217,423,538,791,0,2,2,102,107,109
FW510-R12_contig_1_1174,1171,851,1146,1262,253,17,3036,1553,1720,5157,4047,1896,6521,4733,5187,2633,2153,1607,4851,5334,7026,35,179,24,3966,4861,3706
FW510-R12_contig_1_1175,461,343,434,476,122,9,861,433,510,1226,1330,588,1878,1307,1379,632,616,514,1767,1759,2511,19,47,10,855,842,746
FW510-R12_contig_1_1176,345,268,404,309,53,1,437,264,328,636,858,396,1152,835,957,355,301,316,927,1155,1657,23,18,9,470,483,457
FW510-R12_contig_1_1177,256,151,216,295,83,11,697,370,566,1120,1380,632,1613,1098,1149,543,511,530,965,1157,1773,7,7,8,221,270,223
FW510-R12_contig_1_1178,1185,735,1103,1554,378,13,2509,1448,1954,4539,5196,2553,7374,4744,5267,2031,1928,2044,5276,5564,7947,135,87,49,1129,1236,1110
FW510-R12_contig_1_1179,500,371,424,607,159,5,1210,667,778,2146,1983,1035,2905,2135,2437,1043,1013,916,2336,2215,2737,11,22,4,1188,1207,1079
FW510-R12_contig_1_118,660,427,503,823,158,6,1264,668,843,1218,1880,883,2868,1986,2479,984,950,868,2350,2647,3861,21,35,13,1822,2031,1704
FW510-R12_contig_1_1180,72,48,99,90,18,1,105,87,82,186,193,92,299,198,214,109,87,96,212,242,380,3,9,1,60,95,65
FW510-R12_contig_1_1181,84,75,106,80,21,0,168,96,104,221,391,147,402,262,282,144,85,119,269,319,404,1,2,4,81,85,55
FW510-R12_contig_1_1182,199,140,205,220,66,1,333,195,263,774,931,395,916,658,680,292,244,267,640,744,1063,1,2,3,209,233,172
FW510-R12_contig_1_1183,1534,1163,1457,1573,369,14,2914,1539,1860,4159,4363,2083,5792,4225,4499,2388,2141,1950,4591,5062,7445,198,266,90,3518,3875,2950
FW510-R12_contig_1_1184,2992,2211,3245,3165,764,22,6289,3200,3889,7320,7398,3836,11484,8204,9273,5078,4476,3956,10603,10538,15674,152,334,77,7792,8551,7292
FW510-R12_contig_1_1185,2,5,7,5,0,0,20,6,11,25,19,8,33,20,25,6,1,11,25,26,42,0,0,0,20,23,11
FW510-R12_contig_1_1186,57,30,22,54,5,1,58,62,51,63,65,28,137,96,139,43,79,50,138,160,268,12,6,3,103,96,78
FW510-R12_contig_1_1187,446,336,472,471,99,7,685,392,509,750,935,546,1596,1102,1361,581,504,441,1386,1300,2159,3,8,7,867,858,770
FW510-R12_contig_1_1188,528,413,603,710,171,9,1171,588,706,1464,1387,865,2765,1865,2361,995,702,736,1957,2154,3139,15,11,15,1712,1868,1524
FW510-R12_contig_1_1189,703,500,692,761,190,7,1290,705,926,2371,2621,1160,3073,2059,2525,1025,923,923,2091,2296,3410,6,13,11,795,1035,707
FW510-R12_contig_1_119,764,606,738,811,193,11,1160,562,786,1760,1969,1035,3291,2320,2774,873,901,838,2718,2603,3592,28,44,8,1469,1484,1326
FW510-R12_contig_1_1190,303,260,312,295,102,2,425,240,337,711,1000,520,949,627,910,336,337,345,654,842,1382,6,5,0,245,242,211
FW510-R12_contig_1_1191,582,424,555,531,115,6,780,423,547,845,1214,654,1725,1230,1537,537,570,532,1313,1422,2403,3,21,2,804,830,671
FW510-R12_contig_1_1192,780,600,851,621,166,5,1007,508,710,1388,2072,1159,2498,1771,2176,794,716,709,1881,1861,3088,21,24,7,1025,1029,947
FW510-R12_contig_1_1193,864,581,880,659,135,7,911,538,699,1714,2218,1167,2776,1935,2300,681,719,822,1995,2296,3356,12,13,2,1120,1219,959
FW510-R12_contig_1_1194,311,242,321,244,41,4,315,172,219,547,777,345,817,590,755,254,209,218,678,738,1195,0,3,0,235,260,175
FW510-R12_contig_1_1195,248,190,254,194,52,0,295,148,233,537,834,348,947,608,749,249,257,260,664,745,1207,2,11,7,259,262,172
FW510-R12_contig_1_1196,779,526,736,722,174,13,1376,718,933,1673,2099,1048,3164,2174,2678,1109,1080,1210,2381,2399,3602,16,30,4,1068,1211,984
FW510-R12_contig_1_1197,652,444,609,975,226,12,2175,1226,2017,1370,1929,912,3423,2014,3372,1951,2256,2719,3104,3510,6161,21,29,4,2130,2499,1683
FW510-R12_contig_1_1198,14553,13355,16066,21518,6093,259,83153,44164,56189,25615,25205,15262,96327,57663,91473,64240,62442,63867,106122,102712,159939,197,423,116,193113,196525,156978
FW510-R12_contig_1_1199,705,637,768,1319,439,13,7149,3533,4832,836,744,449,5265,2894,6395,5414,4909,4680,6692,7899,13947,38,65,24,29232,31537,22102
FW510-R12_contig_1_12,1030,692,986,1135,288,17,1658,872,1138,1866,2832,1181,3804,2571,2980,1432,1344,1173,3206,3409,4747,22,58,22,1723,1716,1580
FW510-R12_contig_1_120,190,122,156,284,48,4,477,284,373,478,786,450,1127,822,1111,458,365,381,1191,1257,1685,6,21,3,399,434,399
FW510-R12_contig_1_1200,124,74,107,74,33,1,96,68,71,182,310,111,285,139,201,82,62,68,114,238,403,0,0,0,76,62,63
FW510-R12_contig_1_1201,137,95,98,163,38,4,200,120,127,287,420,226,430,320,371,165,124,133,410,450,841,4,6,1,229,309,246
FW510-R12_contig_1_1202,465,394,498,614,110,4,1174,544,689,2055,1482,858,2227,1560,1788,792,596,627,1921,2071,3091,4,27,7,2002,2212,1858
FW510-R12_contig_1_1203,232,181,250,306,102,2,658,356,513,2628,2024,1048,2289,1638,1315,457,430,399,1225,1342,2018,8,11,5,1226,1589,1298
FW510-R12_contig_1_1204,192,150,199,246,56,2,308,183,221,435,556,276,845,548,684,377,312,310,759,823,1296,52,28,27,563,559,522
FW510-R12_contig_1_1205,277,247,334,353,84,0,673,380,448,1020,1052,565,1771,1129,1561,591,645,744,1837,1814,2577,15,30,4,1106,1239,1210
FW510-R12_contig_1_1206,618,413,533,776,197,10,1496,834,1085,4376,3200,1767,4060,3072,2880,1461,1495,1369,2400,2647,4244,341,273,180,2607,2936,2503
FW510-R12_contig_1_1207,55,41,52,98,14,0,159,84,95,150,172,99,304,209,276,119,125,84,374,303,552,4,4,1,421,396,341
FW510-R12_contig_1_1208,58,53,63,73,16,1,126,66,92,169,196,112,318,182,246,87,84,66,313,327,490,7,7,0,265,325,255
FW510-R12_contig_1_1209,1477,1097,1658,1606,412,13,3599,1616,1931,5627,7072,3513,7846,5328,5962,2880,2769,2448,5582,5222,7392,23,103,16,1037,1057,837
FW510-R12_contig_1_121,134,122,78,205,26,2,567,337,416,508,574,381,1387,1040,1210,465,433,393,1418,1387,1956,76,36,34,689,695,761
FW510-R12_contig_1_1210,424,321,412,403,107,6,802,433,520,1083,734,431,1518,1107,1441,707,666,517,1210,1382,2088,11,11,5,1290,1313,1114
FW510-R12_contig_1_1211,383,253,339,468,120,7,851,493,515,1136,1576,712,1922,1200,1674,708,649,722,1610,1660,2248,10,23,0,424,504,403
FW510-R12_contig_1_1212,331,224,312,478,122,5,880,477,626,1237,1485,678,2048,1354,1685,752,590,675,1723,1764,2237,10,19,2,405,614,445
FW510-R12_contig_1_1213,195,122,144,210,56,2,327,229,298,639,658,322,1128,769,1023,388,268,340,732,858,1093,4,8,4,184,236,206
FW510-R12_contig_1_1214,353,196,296,390,123,4,1059,512,688,1414,1400,718,2069,1305,1582,929,730,699,1471,1628,2037,15,17,5,686,779,672
FW510-R12_contig_1_1215,259,186,181,342,74,1,543,327,414,530,622,378,2464,1914,2394,437,512,526,2042,2178,2969,16,27,6,2285,2358,2291
FW510-R12_contig_1_1216,157,114,126,267,29,2,493,277,306,470,576,261,2526,1930,2242,495,413,532,2187,2079,2833,22,61,6,3396,3725,3492
FW510-R12_contig_1_1217,245,179,212,457,61,2,925,470,544,1258,1268,636,4881,3786,5324,999,631,860,4151,4850,6425,44,66,13,8419,8987,8665
FW510-R12_contig_1_1218,321,187,251,348,98,10,697,351,435,1113,1011,467,1477,1090,1121,549,422,435,984,1075,1552,3,6,4,450,512,389
FW510-R12_contig_1_1219,1069,750,1166,1021,272,10,2258,1118,1246,2634,2876,1434,4143,2896,3410,1648,1498,1377,3708,3736,5254,56,98,18,1503,1602,1261
FW510-R12_contig_1_122,6,8,8,4,2,1,7,5,10,12,15,7,24,16,23,4,16,12,31,26,48,0,0,1,22,14,15
FW510-R12_contig_1_1220,67,51,34,96,40,0,202,80,157,381,521,202,568,316,380,176,142,205,290,369,432,5,2,0,37,61,41
FW510-R12_contig_1_1221,1047,724,1102,1980,527,29,4171,2132,3197,4737,6593,3494,8328,5264,7023,3531,3389,3582,6926,7562,10992,69,91,24,3162,2929,2819
FW510-R12_contig_1_1222,464,447,590,596,113,3,380,181,280,12842,11529,6153,3350,2271,2268,429,362,407,601,763,1267,11,21,4,210,227,189
FW510-R12_contig_1_1223,279,174,236,344,71,3,681,346,403,1416,1305,684,1575,1148,1223,501,553,582,1128,1094,1668,3,17,2,1018,1087,903
FW510-R12_contig_1_1224,452,368,445,636,162,8,1181,569,807,1885,2146,1145,3143,2159,2391,1060,932,948,2381,2538,3426,17,73,22,1938,2269,2066
FW510-R12_contig_1_1225,106,107,134,129,39,0,232,134,152,335,390,183,618,472,526,223,151,156,636,589,796,3,9,4,348,363,281
FW510-R12_contig_1_1226,176,145,172,273,94,7,814,490,683,859,612,301,1251,778,1039,728,665,607,1077,1255,1697,160,122,67,2516,2517,1899
FW510-R12_contig_1_1227,38,25,52,80,15,0,97,56,71,150,247,54,221,117,174,104,120,124,164,215,260,0,1,2,67,70,81
FW510-R12_contig_1_1228,164,109,131,203,46,2,361,199,279,942,1003,458,1094,732,752,352,303,425,655,716,1015,2,16,2,212,265,236
FW510-R12_contig_1_1229,315,186,267,331,70,0,525,307,349,702,966,445,1389,948,1132,476,427,407,1070,1220,1717,10,13,6,782,896,760
FW510-R12_contig_1_123,170,139,133,161,32,1,207,138,164,221,254,163,540,356,473,155,151,124,570,537,832,2,2,0,333,325,240
FW510-R12_contig_1_1230,259,144,225,221,76,1,376,202,270,438,624,350,1016,738,857,328,306,283,900,927,1508,13,9,5,485,522,508
FW510-R12_contig_1_1231,75,52,72,67,22,2,70,46,53,103,161,86,248,162,164,79,68,72,159,209,389,3,1,0,101,138,122
FW510-R12_contig_1_1232,111,84,121,95,29,2,252,141,137,398,357,208,602,466,503,199,201,128,471,475,670,0,2,1,355,384,339
FW510-R12_contig_1_1233,48,38,31,47,20,0,62,21,78,119,106,62,173,119,159,44,38,51,140,113,227,7,4,4,97,110,83
FW510-R12_contig_1_1234,39,21,26,38,7,1,67,45,34,140,161,66,169,123,163,51,47,34,106,153,217,9,9,4,73,103,77
FW510-R12_contig_1_1235,41,34,36,59,12,0,139,84,83,1319,1446,586,1830,1523,1644,186,154,146,382,496,710,1,9,4,345,403,263
FW510-R12_contig_1_1236,653,479,584,573,115,4,816,498,559,4407,6103,2944,7694,6121,6463,701,589,519,3412,4020,6043,32,35,19,2205,2439,2102
FW510-R12_contig_1_1237,105,81,79,132,27,2,360,186,228,444,457,250,780,578,725,284,261,197,883,796,979,3,12,0,682,719,820
FW510-R12_contig_1_1238,420,358,401,643,116,5,983,486,605,2518,3647,1739,2747,1849,2228,876,749,939,1830,1892,2479,7,31,7,582,663,535
FW510-R12_contig_1_1239,1847,1397,1704,3066,548,22,5821,2895,3448,9044,13710,6678,13288,8887,11775,5287,4741,4892,11095,11653,15205,144,289,86,6924,6921,7367
FW510-R12_contig_1_124,225,157,232,304,78,2,588,318,391,1108,1325,637,1482,970,1167,524,511,433,1069,1225,1641,22,21,4,1083,1104,888
FW510-R12_contig_1_1240,884,760,792,1044,246,17,2055,1030,1289,4895,5549,2413,6236,4104,4475,1727,1336,1505,4357,4768,5849,65,76,30,3674,4138,3660
FW510-R12_contig_1_1241,199,119,191,191,36,1,249,153,185,527,796,374,787,541,626,204,242,226,682,685,1029,7,6,5,430,456,376
FW510-R12_contig_1_1242,575,414,596,992,218,9,1821,889,1259,3614,5102,2323,4518,3062,3839,1718,1635,1718,2957,3281,4542,14,26,7,825,872,744
FW510-R12_contig_1_1243,767,485,858,1115,395,18,2878,1148,1590,6941,8301,4091,5583,3711,4233,2852,3048,3286,2492,2841,3899,5,74,13,567,502,457
FW510-R12_contig_1_1244,899,654,962,1063,298,14,2511,943,1146,11883,12064,5617,7240,5197,5502,2210,2331,2210,3338,3197,4314,6,133,8,704,663,567
FW510-R12_contig_1_1245,194,116,172,171,61,1,278,95,147,1622,2265,1057,1041,803,804,294,254,272,402,492,617,0,14,4,67,99,71
FW510-R12_contig_1_1246,228,125,180,199,49,5,358,142,217,2504,2755,1350,1357,1071,1226,349,380,365,627,658,883,6,15,1,145,138,121
FW510-R12_contig_1_1247,383,282,406,380,95,4,694,365,492,875,939,453,1579,1117,1206,544,525,477,1241,1325,1974,6,28,6,841,756,675
FW510-R12_contig_1_1248,769,684,836,793,239,10,1594,890,1094,2003,1947,858,3002,1994,2331,1394,1202,1083,2328,2568,3830,103,97,58,1125,1320,1032
FW510-R12_contig_1_1249,476,320,383,588,142,2,1194,567,834,2663,2662,1142,3012,2035,2361,1007,851,955,2052,2219,3494,19,53,9,1181,1141,1052
FW510-R12_contig_1_125,224,165,210,218,45,1,301,199,218,376,641,254,732,504,598,241,224,273,659,746,1116,4,20,7,374,428,424
FW510-R12_contig_1_1250,2927,2115,3836,6354,1573,76,19550,7513,10684,48734,52462,26083,38965,26528,31049,19144,19211,21837,22409,21445,27867,36,356,13,4417,4934,3978
FW510-R12_contig_1_1251,557,374,706,789,282,2,1853,599,735,5675,6621,3538,3984,2848,3579,1652,1673,1659,2369,2439,3701,0,12,4,502,454,398
FW510-R12_contig_1_1252,2069,1494,2237,1994,507,13,3813,1628,2150,17542,18587,10244,13346,10042,10683,3476,3678,3432,7674,7212,7672,35,277,35,1583,1361,1405
FW510-R12_contig_1_1253,1282,799,1182,2594,861,39,8192,3189,6103,27177,25904,12872,21021,13070,14803,6455,7731,8948,10728,9769,13168,28,161,35,2527,3010,2592
FW510-R12_contig_1_1254,1087,757,1216,1869,605,15,4863,2085,2590,17751,18858,8475,9909,7102,7381,4860,5109,5191,4991,5627,6583,62,487,46,1604,1956,1596
FW510-R12_contig_1_1255,1553,1118,1587,2059,533,30,4514,1674,2118,21841,21773,11257,13549,9668,11274,3763,4305,4146,6965,6866,9040,24,134,9,1653,1481,1385
FW510-R12_contig_1_1256,967,701,906,1117,337,23,2553,996,1353,11179,10948,5454,8636,5955,7437,2534,2279,2321,5219,4902,4629,14,133,9,1085,1003,969
FW510-R12_contig_1_1257,7269,4827,6536,8119,1502,72,12959,6845,8434,61990,68104,35425,49651,35756,37913,12470,13704,13153,31811,28260,38484,201,557,93,6504,6428,5966
FW510-R12_contig_1_1258,7529,5071,6765,10022,2332,93,16134,8684,13190,67310,72134,40080,52783,37364,42259,13503,15291,16657,35794,34842,48112,233,310,113,7085,6752,6409
FW510-R12_contig_1_1259,939,468,800,2270,834,14,5017,2174,5493,18181,21671,11686,15298,9804,9915,3601,5290,6483,7472,8342,12622,19,24,6,983,962,833
FW510-R12_contig_1_126,213,154,243,223,73,3,405,230,220,628,847,364,947,654,770,301,269,271,740,889,1179,6,10,7,396,484,399
FW510-R12_contig_1_1260,758,387,780,1445,505,19,3365,1474,2562,14660,16806,7203,8928,5581,6073,3640,4635,5567,3864,4272,5802,8,64,12,703,689,594
FW510-R12_contig_1_1261,3216,2249,4006,4628,1387,43,11371,3800,4548,48609,48663,25127,26154,18499,22993,10978,12510,13266,13340,12362,18173,54,817,44,2315,2330,2067
FW510-R12_contig_1_1262,3043,1978,2465,2489,510,16,4286,1861,2644,35929,37184,19994,22656,16966,19998,4330,4372,4694,9807,8993,12603,29,192,21,1711,1763,1568
FW510-R12_contig_1_1263,1547,939,1513,3896,1179,34,10533,4830,11030,37858,39932,20235,30982,18601,24028,6637,10280,13204,16557,16667,24667,41,88,21,1552,1328,1244
FW510-R12_contig_1_1264,1080,776,1471,2302,730,30,6182,2249,3661,29302,28579,13718,14582,10083,11357,5954,6540,7685,6395,6595,9139,1,42,3,944,930,844
FW510-R12_contig_1_1265,824,529,993,1305,418,13,3278,1093,1298,14456,14642,6746,7673,5297,6530,3118,3747,3818,3407,3232,4803,3,48,11,422,526,407
FW510-R12_contig_1_1266,647,491,962,1020,266,11,2675,806,807,12177,12194,5632,7306,4849,5790,2361,2540,2559,3787,3010,4250,6,119,13,430,410,401
FW510-R12_contig_1_1267,2687,1648,2846,2680,663,15,5886,1687,1990,32240,34047,16342,21194,14876,17329,5304,5595,5200,9159,8102,12018,48,471,26,1258,1096,1038
FW510-R12_contig_1_1268,919,642,926,714,148,3,1381,471,693,11026,10834,5769,8182,5810,7276,1272,1211,1273,3293,2994,4748,10,119,3,392,406,378
FW510-R12_contig_1_1269,925,588,848,612,136,7,1022,393,521,8900,9819,4774,6573,4673,5529,955,1078,983,2387,2284,3598,5,21,4,296,310,280
FW510-R12_contig_1_127,567,322,540,519,135,9,1073,587,639,1810,2027,1028,2531,1694,1769,837,800,590,1841,1963,2602,3,27,8,811,930,721
FW510-R12_contig_1_1270,1762,996,1125,1149,245,9,1787,863,1229,19623,21579,10939,14411,10807,11590,1986,2159,2176,5446,5346,6014,26,90,11,680,624,619
FW510-R12_contig_1_1271,811,491,526,587,168,2,889,569,704,11473,11916,6161,7459,5693,5600,1007,1191,1163,2915,2718,3925,11,45,10,407,368,368
FW510-R12_contig_1_1272,225,158,161,262,50,2,439,260,292,4700,4395,2416,3064,2242,2289,355,440,429,1405,1127,1814,13,12,4,198,217,178
FW510-R12_contig_1_1273,295,190,288,366,61,9,550,216,356,4555,4787,2620,3359,2368,2568,638,538,573,1305,1331,2029,10,10,2,235,307,255
FW510-R12_contig_1_1274,622,386,486,670,156,5,1048,601,786,10022,10441,5349,6722,4963,4778,1034,1332,1119,2832,2885,4479,3,17,2,613,514,506
FW510-R12_contig_1_1275,772,566,733,1030,238,4,1592,901,997,14475,15614,7379,10657,7237,7820,1446,1663,1914,5456,4738,7463,2,9,1,882,1017,918
FW510-R12_contig_1_1276,691,496,648,961,286,13,1360,722,873,10590,10329,6143,7760,5775,6222,1426,1445,1586,4040,3580,5361,9,13,4,775,784,686
FW510-R12_contig_1_1277,479,354,374,556,161,2,694,399,513,5336,6302,3038,3878,2844,2906,642,729,826,1765,1831,2613,28,38,11,426,440,405
FW510-R12_contig_1_1278,1115,641,872,2041,795,32,4412,2221,4732,16128,17265,8362,13366,8724,9672,3548,4981,5931,5912,6557,9904,1,13,5,1036,1038,924
FW510-R12_contig_1_1279,1282,870,1314,2132,761,22,5392,2379,3412,20883,19851,10605,12969,9144,10452,5404,7066,7621,6475,6717,7765,18,146,23,1369,1325,1187
FW510-R12_contig_1_128,625,421,692,825,166,10,1551,786,865,2354,2805,1435,4072,2832,3463,1351,1144,1011,3383,3223,4301,35,105,21,882,1044,854
FW510-R12_contig_1_1280,1071,845,1177,1741,485,12,4995,2028,2440,17430,20260,9049,12940,8370,10003,4602,5514,5824,7061,6730,9658,27,175,19,1159,1226,1164
FW510-R12_contig_1_1281,1028,741,1120,1404,486,16,3918,1373,1687,14465,15551,7917,9818,6864,7920,3590,4190,4002,5514,5032,7265,18,158,16,936,893,876
FW510-R12_contig_1_1282,475,358,531,609,221,6,1720,543,720,6494,6656,3550,4041,3045,3549,1431,1616,1490,2255,2114,3378,6,68,9,395,444,413
FW510-R12_contig_1_1283,562,400,670,646,181,2,1563,454,629,7246,7282,3887,4433,3375,3890,1303,1217,1178,2302,2268,3355,15,118,15,399,463,368
FW510-R12_contig_1_1284,1938,1353,1623,1650,412,8,2648,1160,1639,19944,21685,11604,11912,8506,10230,2518,2540,2778,6108,6136,8560,42,193,23,1075,994,890
FW510-R12_contig_1_1285,1637,919,1163,2869,882,29,5772,2633,5568,21353,22913,12087,17958,12133,12259,4751,6666,7422,8978,10016,14025,8,15,7,1141,1147,998
FW510-R12_contig_1_1286,1493,919,1347,2668,747,20,6082,2692,4261,22931,26012,12724,18011,12469,13700,5926,8608,9675,9476,9516,10597,9,54,5,1327,1422,1215
FW510-R12_contig_1_1287,2023,1319,2001,3191,1000,45,7018,3024,4171,25480,27721,14132,18309,12972,14695,7020,8402,9360,9613,9165,14333,9,81,14,1363,1416,1276
FW510-R12_contig_1_1288,3996,2483,4446,5148,1438,53,9629,3649,4397,39015,46181,23269,25935,19053,20709,9260,10109,9560,13464,13131,19012,36,315,24,2000,1707,1624
FW510-R12_contig_1_1289,1773,1134,1720,2057,477,13,3526,1481,2140,27851,26875,13888,16070,11606,13142,3230,3676,4098,8603,8010,9909,67,165,19,1076,996,999
FW510-R12_contig_1_129,1604,986,1885,2050,601,12,4486,1899,2550,8431,9660,4493,9098,5657,6172,3598,3923,3748,5252,5136,6964,22,105,9,534,520,420
FW510-R12_contig_1_1290,771,483,587,1150,266,17,1820,1063,1506,2164,3169,1444,4512,2879,3775,1615,1670,1669,3688,4013,5687,4,10,2,801,894,796
FW510-R12_contig_1_1291,895,652,936,1331,306,16,2205,1116,1317,2480,3871,1715,4390,3130,3755,1832,1879,1813,3677,3861,5191,9,52,9,689,840,663
FW510-R12_contig_1_1292,15,15,15,23,2,0,26,19,29,40,46,15,42,32,34,17,22,27,47,51,73,1,5,0,19,27,12
FW510-R12_contig_1_1293,15,7,16,17,7,0,30,17,18,30,56,40,80,51,68,38,27,30,50,92,117,0,2,0,31,40,24
FW510-R12_contig_1_1294,224,164,200,381,110,4,590,292,536,1183,1870,811,1981,1324,1472,516,475,541,1348,1506,2459,13,5,10,561,672,565
FW510-R12_contig_1_1295,333,224,358,445,114,3,836,419,509,1734,2269,1071,1964,1297,1663,778,813,755,1331,1376,1910,16,36,3,677,736,633
FW510-R12_contig_1_1296,41,37,42,41,15,1,79,58,49,92,151,67,145,113,130,51,47,58,120,137,203,0,2,1,50,66,59
FW510-R12_contig_1_1297,73,64,74,107,22,1,185,88,148,290,366,151,464,287,374,190,171,140,337,381,569,3,15,2,328,370,297
FW510-R12_contig_1_1298,814,633,827,801,179,9,1581,786,995,1519,1807,912,3119,2373,2610,1174,1014,986,3025,3005,4532,23,39,19,2386,2682,2352
