"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GW101-3H11_contig_1_1041",1359.11384651225,-0.247673157368667,0.134286025518425,0.0484683629869238,0.124659724846119
"GW101-3H11_contig_1_1042",706.178102320348,-0.616615348060577,0.154855657246978,1.88563238784619e-05,0.000169844051807091
"GW101-3H11_contig_1_1043",4093.40846120709,-0.412365156030751,0.134856467488711,0.00109885716648148,0.00565877172842958
"GW101-3H11_contig_1_1044",9837.70242150517,-0.231818425503051,0.139219947760008,0.0732408841096792,0.171229513864724
"GW101-3H11_contig_1_1045",3470.90842825196,-0.103958312391519,0.14111304393408,0.43022759962439,0.606877897342838
"GW101-3H11_contig_1_1046",6315.94497229314,-0.141373690645411,0.145959616507718,0.293539377832291,0.473216426222313
"GW101-3H11_contig_1_1047",22396.7252265795,-0.142432160143833,0.141016481094373,0.279573093515158,0.457943012246781
"GW101-3H11_contig_1_1048",24168.7085248223,0.0873746463901283,0.154594320364203,0.543222979127024,0.708655845962733
"GW101-3H11_contig_1_1049",1548.74103551748,-0.0255331816676257,0.108203015366398,0.792056168756136,0.890550882316035
"GW101-3H11_contig_1_105",680.854373136685,0.0499861175167581,0.120359984697291,0.663197629799265,0.804082490950945
"GW101-3H11_contig_1_1050",471.003850523333,0.178323434437102,0.147748503367239,0.19136971279442,0.354409554087311
"GW101-3H11_contig_1_1051",529.077194642179,-0.231466793011076,0.160580178815329,0.112023385525403,0.238358870045258
"GW101-3H11_contig_1_1052",532.234553122578,-0.23470636035952,0.127233290035142,0.0500291846073315,0.127623367942698
"GW101-3H11_contig_1_1053",283.421554417846,-0.402850666927265,0.15416723175624,0.00436116866011506,0.018356184827706
"GW101-3H11_contig_1_1054",8259.63130263869,-0.634345759585308,0.254242526593821,0.00288047609971005,0.0129256146720685
"GW101-3H11_contig_1_1055",2537.56896754777,-0.519155157707711,0.315549777018305,0.0260007014152749,0.0776416364142686
"GW101-3H11_contig_1_1056",427.42052413341,-0.0226525352135472,0.15115540683853,0.869629374933636,0.930246199844309
"GW101-3H11_contig_1_1057",105.675808213662,-0.0547892169094624,0.185452860154047,0.735967716135953,0.853660516445215
"GW101-3H11_contig_1_1058",171.08531015216,0.0309784971242091,0.159375576442618,0.832448272666517,0.913186169794049
"GW101-3H11_contig_1_1059",384.485455831776,0.0617479776337838,0.159342598949372,0.672049915354471,0.810451626257558
"GW101-3H11_contig_1_106",333.795075417535,0.104805797301399,0.138276148918694,0.417613411170898,0.595697333412217
"GW101-3H11_contig_1_1060",358.544289061077,0.265699025531672,0.13321024157174,0.0333157717857201,0.0939899393089164
"GW101-3H11_contig_1_1061",52.7785047345994,-0.0441802593838877,0.224539818521066,0.808618381290013,0.900403565050736
"GW101-3H11_contig_1_1062",1086.37858952666,-0.0503083804176842,0.186114181361223,0.757343704006079,0.868691991119731
